SUBJECT_ID,PROP_LONG_FIX,FIX_COUNT,SAC_COUNT,PUPIL_DERIV_STD,PUPIL_STD,PUPIL_CV,MEAN_DURATION,HM_ENTROPY,SAC_MEAN_AMP,LABEL
0,0.1638709677419355,1550,1549.0,144.70507117210298,222.8795325200774,0.1706761813511514,280.2748387096774,8.424763229232214,325.92446262508736,0
1,0.2930612244897959,1225,1224.0,122.2253168598078,172.48712093783263,0.1745678065471765,356.93632653061223,8.11820933422389,291.8115686122271,0
2,0.1194516971279373,1532,1531.0,72.07978206273751,99.77300974063192,0.154199869693403,266.4314621409921,8.38307982637708,299.2812138985105,0
3,0.1258566978193146,1605,1604.0,122.4122255069854,250.24799834602297,0.2596220492551573,256.597507788162,8.537391204472971,343.5898180276227,0
4,0.195216049382716,1296,1295.0,166.98218054995905,212.5933769642131,0.1364597662592057,349.4567901234568,8.187113017583396,304.1978124408857,0
5,0.1349206349206349,1386,1385.0,181.9624954844593,261.2636870682269,0.1363401116020972,269.6046176046176,8.158430630474932,279.75646928743123,0
6,0.1673032849503437,1309,1308.0,111.71506503670824,175.88128218663292,0.1216191466598978,309.3697478991597,8.140364964327047,301.95447786070747,0
7,0.0953740719588806,1751,1750.0,165.29056039913843,332.80579078597765,0.1427975308722769,248.78126784694464,8.439768341027358,334.21015868353265,0
8,0.2280319535221496,1377,1376.0,143.49040695495395,263.7036748785931,0.2151962497256278,318.6470588235294,7.989887627122162,254.2565568933184,0
9,0.2206432311144353,1337,1336.0,188.12501186180728,325.26573403505023,0.1489066485703835,313.19222139117426,8.170297156470717,283.0531683140896,0
11,0.1322099805573558,1543,1542.0,180.55057068317907,239.4341512717928,0.1721506381800674,276.07777057679846,8.22116632664878,275.99268551462313,0
12,0.0400416016640665,1923,1922.0,130.68324607306764,220.4563298825689,0.1078740931931647,216.0374414976599,8.38110091273352,292.473465109946,0
13,0.228430566967954,1217,1216.0,66.97815473536471,126.24441875171428,0.1657728976079746,306.61955628594905,7.5722462619908,233.28432901315648,0
16,0.1358173076923076,1664,1663.0,112.4342705959708,152.1160372379141,0.1096495765873711,266.5348557692308,7.928420306838642,263.1828754153645,0
17,0.0990539788536449,1797,1796.0,52.591187091165175,98.69036003811377,0.1857851930568081,236.2615470228158,8.07931576426632,273.5664923108049,0
19,0.2829861111111111,1152,1151.0,235.31703987846677,319.1768397069398,0.1888048725766239,331.21961805555554,8.129294306018583,273.75783401314607,0
20,0.1077222582738481,1541,1540.0,100.99711457748134,202.1160224581332,0.1849845566014025,256.1641791044776,8.604277589707912,366.3318016387845,0
21,0.1163069544364508,1668,1667.0,77.90034641150851,122.573039308531,0.1402780116788853,253.7326139088729,8.148027443079101,268.6921819589,0
22,0.1174863387978142,1464,1463.0,154.7820425866599,230.2480933810331,0.1102780595889358,250.7008196721312,8.091222527470059,263.6428227526424,0
23,0.0581859669138619,1753,1752.0,162.44971333779677,217.18922911029605,0.1344604695094721,233.29492298916145,8.46925677049317,350.83907851029807,0
24,0.0504201680672268,1904,1903.0,44.46658590415719,117.58475324696587,0.1961279330428083,211.82983193277312,8.238022449942235,281.1752288362734,0
25,0.1251709986320109,1462,1461.0,82.13156747830422,116.78506161868702,0.118449178619116,259.46648426812584,7.984106734372155,260.47537386645735,0
26,0.1361256544502617,1528,1527.0,93.04278166269506,129.53768567584902,0.1277627179262078,281.57133507853405,8.06381233447578,290.8726658163545,0
28,0.2521268368136117,1293,1292.0,191.5977424945884,274.11663966922816,0.1689831082879337,318.50270688321734,8.071919472172432,270.2581552338825,0
29,0.1447994561522773,1471,1470.0,162.59975608779166,242.8053585561362,0.1619482027012911,278.0910944935418,7.880769519150539,245.12266059366,0
31,0.0748482805124747,1483,1482.0,115.02019956161304,164.93696106152825,0.1675369671980065,232.7464598786244,8.169975330950964,286.5172013558503,0
32,0.0848886213124623,1661,1660.0,90.46463828807502,213.363915216237,0.2131146621384909,246.36724864539437,7.998998548653247,268.62968782896434,0
33,0.1723656664340544,1433,1432.0,141.75773479932917,325.7298808207588,0.2467064649900862,276.2072575017446,7.905154575986485,265.4281544176341,0
34,0.0901007705986959,1687,1686.0,181.90644231389865,308.77401824320015,0.1833213379309508,220.1310017783047,8.10922504908971,268.0807812049375,0
35,0.2520938023450586,1194,1193.0,191.05504752186127,217.64986293418968,0.1222196186577085,369.7412060301508,8.094710284963526,256.25371635090386,0
36,0.207641196013289,1204,1203.0,99.8993816248136,152.47954806662872,0.1919818554894062,351.53986710963454,7.981359177404096,270.6982341778914,0
37,0.1868950111690245,1343,1342.0,87.09902160778242,137.0061289856738,0.1377119638210031,299.96425912137005,8.256118981248122,304.40206782974207,0
39,0.1804163454124903,1297,1296.0,123.07825716513643,296.26153828048194,0.2185472079362875,336.1187355435621,7.354936019109822,211.9641841939878,0
40,0.1068289384719405,1479,1478.0,143.35525218164426,263.3570703375599,0.1734564180934971,268.63826910074374,8.371620718707394,303.625237556685,0
41,0.1207218419415059,1607,1606.0,104.6273481353776,233.08748371230072,0.2448016864563821,254.59614187927812,8.076919045448388,293.6408607695116,0
42,0.0734206033010813,1757,1756.0,148.78107415994086,160.67265339551835,0.0769567962930155,216.95048377916905,7.778462527080538,235.11164139074052,0
43,0.1581843191196698,1454,1453.0,97.5070549749031,271.57041592368915,0.2249630413825641,290.9064649243466,8.064089542234985,271.49516194345915,0
44,0.1954507160909857,1187,1186.0,129.95368165224616,187.59238849421868,0.1681605773811694,376.8070766638585,7.714492760013751,243.71960020864375,0
45,0.1537931034482758,1450,1449.0,309.7095047090369,308.43841269704484,0.1220648219777327,288.1248275862069,8.141861035398811,268.29601028266643,0
46,0.0662177328843995,1782,1781.0,174.352556292688,251.2360937821954,0.1477776853662726,230.04713804713805,8.400221036656589,330.3605528108069,0
